# Constructed from biom file
SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4400001748e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31999931584e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.207999726e-05	0.0	0.0	1.56999993949e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.51999824542e-07	7.53999852168e-51	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Nocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26000222572e-06	9.48999918946e-06	0.0	2.31999940072e-06	1.78999993101e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Frankiales;f__Frankiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85999975573e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Brevibacteriaceae	0.0	0.0	0.0	2.2599994326e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Dermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33999941235e-79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08999978629e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Intrasporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03999972123e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Jonesiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67999985229e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Kytococcaceae	2.38999955904e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae	3.5099993524e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22552390572e-317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76999950718e-06	0.0	8.05999791803e-06	0.0	0.0	5.10999997138e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae	1.36299974853e-05	6.65000011837e-05	4.84999883163e-06	0.0	0.00138169001088	6.56000015442e-05	9.87999695789e-05	0.0	0.0	6.00999890538e-05	0.00100183793683	3.63000054157e-05	0.000142398020363	0.0	0.000840554788909	0.0	0.00049626389107	0.0	0.000107299968776	0.0	8.07999922189e-06	2.500000169e-05	0.0	0.0	0.000237076070672	0.0	0.0	0.0	0.0	0.000145664003781	0.000107859999676	3.12000033308e-05	1.38699959098e-05	0.000160200058875	2.44999934606e-05	4.1000003075e-05	4.68399979008e-05	3.11000147445e-05	0.00012571202758	1.9250007815e-05	4.1120021484e-05	6.68999942861e-05	5.82899861853e-05	2.78999927932e-05	2.06099992057e-05	8.10700331104e-05	0.000647865996372	0.000691977999995	0.00012614099672	2.66999901715e-05	0.0	0.00010281997233	0.000217599957337	6.20099877034e-05	2.55999948698e-06	0.000682721898921	0.0	0.000154547979584	0.000110090041272	3.00900035234e-05
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Promicromonosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92999924316e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19999913885e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Sanguibacteraceae	0.0	0.0	1.57999961938e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae	1.27999976384e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae	2.27899957953e-05	0.000294143005236	2.55899938354e-05	0.000362174909072	0.0	0.000649439015288	2.65999918097e-05	0.000964168013421	0.000544551968526	0.000272321950401	0.000155490990196	3.26000048637e-05	0.000203734029134	2.1500000817e-05	0.000968246756841	2.55999976525e-05	0.000216784952416	0.000344310007918	0.0	1.40000016994e-06	7.2699992999e-06	4.5000003042e-05	0.000131171020771	0.0	1.90000056639e-05	0.0	1.40999987759e-05	0.000564917000847	0.000479555981941	9.35000024273e-06	8.07999997576e-06	0.0	1.58199953348e-05	9.58000352075e-06	4.40999882291e-06	1.82200013665e-05	1.65199992596e-05	1.51200071684e-05	0.000143860031561	3.57000144933e-05	0.000258067134832	8.01199931569e-05	3.8999990757e-06	0.000292842924356	6.54999974756e-06	3.920001601e-05	2.68799998495e-05	0.000454302999997	4.96999987076e-05	0.000186427931374	0.0	3.95999893433e-05	5.2699989669e-05	2.53599949711e-05	2.31499953607e-05	0.000218431967661	0.0	4.51699940329e-05	2.05000076853e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Pseudonocardiales;f__Pseudonocardiaceae	0.0	0.0	1.05999974465e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94000234206e-07	0.0	0.0	0.0	3.18999972754e-47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae	8.67999839853e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37999999586e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19999947046e-06	0.0	0.0	0.0	0.0	1.82999998975e-06	0.0	0.0	7.95999706984e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.70999800844e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	3.3099993893e-06	0.0	0.0	0.0	0.0	0.0	6.24999807559e-15	0.0	0.0	0.000110943979793	0.00187503988177	5.33000079519e-05	0.0	0.0	3.21999919135e-05	0.0	0.000133799970631	0.0	2.51999926668e-05	0.0	0.0	7.35000049686e-05	0.0	0.0	1.03000030704e-05	0.0	1.51999986804e-05	0.0	0.0	0.0	7.26999997819e-06	1.63000017397e-05	1.91199943616e-05	5.12000188165e-05	0.0	6.81000051075e-05	2.36999989379e-06	5.65000267867e-06	5.27200115661e-05	1.96800079896e-05	5.82000304078e-05	7.84999932953e-06	1.3349996836e-05	5.12999867488e-05	8.89999965699e-06	0.0	9.92999994439e-05	0.0	0.0	0.0	0.0	4.13599888697e-05	4.12999919026e-05	5.87999883399e-238	2.84999942886e-06	5.2899992168e-05	0.0	0.0	6.49000243304e-06	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	8.74999838562e-06	0.00180160303207	0.000188786954521	0.0	0.0	0.0	1.5299995289e-05	0.0	0.0	0.0	0.0	0.0410495911243	0.0	0.0	0.0	0.00136713287463	0.0	0.0	0.00340575800892	1.61000019544e-06	0.00167544983865	0.00233382515777	0.0	0.0	0.000781882233079	0.0	0.0	0.0	0.0	0.00402687910454	0.00305297499084	0.000176160018801	0.00287547215204	0.0	0.00509934963891	0.0049186653689	0.0	0.000941274446259	3.78000082928e-05	0.0125485030944	0.0	0.00408719965091	9.83799766839e-05	0.000246035936447	0.00512283880256	2.020000825e-05	0.00556320896885	0.0	2.30999993993e-05	0.00387285557436	0.0	0.00440377781491	0.0	1.4099997204e-05	0.00345632430735	0.000160973976167	0.0	0.00319670757771	0.000676535253627	0.00013202501546
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae	0.0058140579273	0.000413700007364	0.000586627858681	0.000127690967942	0.0	0.0	0.0158534191186	0.0	0.000967812944059	0.00223052959375	0.0	0.000408091060886	0.0	0.00991912437693	1.43999963837e-05	0.0127191078337	2.61999942491e-05	0.0	0.0017298914966	0.00193073023437	0.000675816934919	0.00200944713584	0.0	0.00531181638218	0.0115223224348	0.0	0.0264654287024	0.0371721880558	0.048277183182	0.00868303222541	0.00453512798639	0.0266410778434	0.00452020866701	0.0171130972892	0.00218390541708	0.00339614125471	0.0454860889615	0.0132618222874	0.0354355957741	0.0361945776941	0.0450204015218	0.0192939673521	0.00110062673915	0.079424506484	0.00572785877925	0.101728226548	0.0209967628824	0.0	0.00172872195505	0.00130759451866	0.0	0.0110354320303	0.0	0.0100900879991	0.00329504833967	0.000547903918881	0.0272133979728	0.000445367941166	0.000752980282285	0.000501908058771
k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Hydrogenothermaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0799999319e-83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.0771415977673	0.0506834739022	0.376851105216	0.000152199961788	0.0189226121852	5.55000013065e-05	0.19538522484	0.000264700003685	0.201296472165	0.0388503320571	0.00103580993469	5.95000088769e-05	0.00535239676539	0.0118661514509	0.000233559941345	0.270037996237	0.000203499955332	0.635465751614	0.131693533677	0.777736953409	0.138281913683	0.170525046527	2.75000043448e-05	6.12999928702e-05	0.802133114116	0.282449520865	0.69141089029	0.0262658270394	0.000165999993788	0.358187205299	0.0961686607115	0.353848421766	0.10773447223	0.000132970048868	0.0961145573457	0.222747592706	0.00604117972926	0.00101191347975	0.0564648243877	0.00254314603246	0.00638665833684	0.0699352230268	0.00158210962504	0.00120854468782	0.0128316335055	0.0834680410898	0.0491465677248	0.0	0.230832865997	0.186291814424	0.38784753443	0.0261747439562	8.1999983923e-05	0.106174047946	0.210098467896	0.0217022107869	0.0541971949458	0.152623699838	0.126838859551	0.33349003005
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0.00259609352102	0.000187449003337	0.00471901586319	0.0	0.00111375000877	0.0	0.0	0.0	0.00175324989866	9.47999827338e-14	0.0	2.70000040282e-05	0.0	0.000224875008545	0.0	0.000237022978265	3.14999930857e-05	0.000281586006476	0.0	1.26000015295e-06	0.00112690989148	8.27000055905e-28	0.0	0.0	1.47000043821e-39	0.0	0.0	0.00261077900392	1.4099999469e-24	0.000132866003449	0.000361949998914	0.000874591093345	0.00855984247574	3.42000125688e-45	0.00142636661928	1.73000012975e-05	2.20999990096e-05	2.10000099561e-05	0.00159015234886	1.18000047905e-51	9.09000474925e-06	0.000859063926627	1.93999954022e-05	7.24999812726e-05	0.000166763993573	0.00344948740883	7.2499999594e-05	0.0	0.0	9.97999632626e-05	0.00130381101825	0.000343419907583	0.0	0.00245993851219	8.63999826854e-05	0.0	0.0	0.00272643063983	0.000921204345351	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae	6.22899885074e-05	0.0	0.0	0.0	0.0	0.0	1.45999955046e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15999999052e-06	0.0	5.46999838692e-06	0.0	4.07999891099e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.45002313227e-158	3.95499854412e-05	2.73000151822e-223	0.0	0.0	3.47999930992e-06	4.17999916233e-06	0.0	0.0	0.0	1.05000039364e-62	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__NA	0.471533424002	0.14998351367	0.482392772791	0.0003166549205	0.0261462682058	0.000200605004722	0.0481777821658	0.000427416005949	0.523827967722	0.515521458106	0.000592918962614	0.0001441070215	0.00198219028345	0.820775402189	0.000486255877885	0.194946212123	5.67999875324e-05	0.0113898902619	0.238197227685	0.087347407603	0.658188380616	0.0860645568179	5.70000090056e-05	2.03999976273e-05	0.00979080391864	0.00402590898382	0.00922478919914	0.765901094149	0.0	0.194061102038	0.349743934951	0.00334043635652	0.548460489262	0.000374515137638	0.323520838648	0.261831805637	0.003882518826	0.000692157328152	0.066343925555	0.00486494197505	0.0161935154606	0.168842525579	0.00381840209504	0.00229943840604	0.0411628904136	0.0727950687307	0.0481358757304	0.00180854099999	0.208942585567	0.441967015307	0.554077229757	0.298865478573	0.00072216485841	0.423018849115	0.247974039306	0.00054203491975	0.0372274959628	0.253947659453	0.422342377332	0.439522078466
